beta,eta,gamma,gamma_over_eta,n,delta,count,beta_bias,beta_bias_sq,beta_var,eta_bias,eta_bias_sq,eta_var,gamma_bias,gamma_bias_sq,gamma_var,bias_sq_sum,var_sum,risk
1.5,1000.0,100.0,0.1,10,0.3,300,-0.10710555266186228,0.011471599411002955,0.06907106413446386,-0.09483532489397617,0.008993738847746017,0.07093019792426417,0.08942063681778911,0.007996050288898942,0.025181918341722728,0.028461388547647917,0.16518318040045077,0.19364456894809873
1.5,1000.0,100.0,0.1,10,0.32,300,-0.11238733930467887,0.012630914035985015,0.06754510598153932,-0.09789419051419385,0.00958327253642928,0.07033803555865092,0.09193731072505823,0.008452469103355908,0.025069350148051825,0.0306666556757702,0.16295249168824205,0.19361914736401223
1.5,1000.0,100.0,0.1,10,0.34,300,-0.11629080813839711,0.013523552057481488,0.0696448664469565,-0.1014175087023809,0.010285511071397507,0.06965961362878131,0.09479004167843724,0.00898515200139987,0.024835618098385505,0.032794215130278866,0.1641400981741233,0.19693431330440214
1.5,1000.0,100.0,0.1,10,0.36,300,-0.1212370241215738,0.014698416017855069,0.06828407200697802,-0.10436666304809096,0.010892400355793756,0.0690335932698108,0.097193489568527,0.009446574414507367,0.02469784446157384,0.03503739078815619,0.16201550973836265,0.19705290052651886
1.5,1000.0,100.0,0.1,10,0.38,300,-0.12594396350846948,0.01586188194422269,0.06706004169467335,-0.10721397030576954,0.011494835428726433,0.06844186580086464,0.09949622148985515,0.009899498090758314,0.024570074313608234,0.03725621546370744,0.16007198180914622,0.19732819727285367
1.5,1000.0,100.0,0.1,10,0.4,300,-0.13042779418626943,0.017011409496295857,0.06594234566154926,-0.10997176156774223,0.012093788342312346,0.06787159288476953,0.1017096130086348,0.010344845378366255,0.02445008509849257,0.039450043216974456,0.15826402364481135,0.19771406686178583
1.5,1000.0,100.0,0.1,10,0.42,300,-0.1347207951262436,0.018149692639447303,0.06489790066678151,-0.11268020714139589,0.012696829081427885,0.06727317188199952,0.10386719149598782,0.010788393469264204,0.024327366032552217,0.04163491519013939,0.15649843858133325,0.19813335377147268
1.5,1000.0,100.0,0.1,10,0.44,300,-0.1387764330959106,0.01925889838282375,0.06398356365210547,-0.11536788115510586,0.013309748002218631,0.06670523813383669,0.10598551904959864,0.011232930248212838,0.024198457085558213,0.04380157663325522,0.15488725887150037,0.1986888355047556
1.5,1000.0,100.0,0.1,10,0.46,300,-0.14169807890958808,0.02007834556666785,0.06505688305143466,-0.11845693682399018,0.0140320458817228,0.06620093710206436,0.10835174398572534,0.011740100424748167,0.023996133696112476,0.04585049187313882,0.1552539538496115,0.2011044457227503
1.5,1000.0,100.0,0.1,10,0.48,300,-0.14547871124978548,0.021164055426898462,0.06427423212036569,-0.12100990205764844,0.014643396396001668,0.06565214422566179,0.11033347133647191,0.012173474897156068,0.023880877781251978,0.047980926720056195,0.15380725412727947,0.2017881808473356
